"","pmcid","intervention","comparator","outcome","outcome_type","is_data_in_figure_graphics","field","gold","from_gold","pred","from_pred","category"
"335",4411165,"whole-body to cold (whole-body cryostimulation, WBC)","whole-body except the head (partial-body cryostimulation, PBC)","systolic BP","continuous",TRUE,"intervention_group_size",10,TRUE,NA,TRUE,"FN"
"336",4411165,"whole-body to cold (whole-body cryostimulation, WBC)","whole-body except the head (partial-body cryostimulation, PBC)","systolic BP","continuous",TRUE,"intervention_mean",-2.1,TRUE,NA,TRUE,"FN"
"337",4458006,"facial nerve transection and subsequent repair either at the main trunk of the nerve (group 1)","2 cm distally, at the main bifurcation (group 2)","amplitude of whisking","continuous",FALSE,"comparator_mean",6.9,TRUE,5.9,TRUE,"FN"
"338",4467620,"Exercise - Hot + Cooling conditions","At rest - Hot + Cooling conditions","accuracy of the cognitive tasks","continuous",TRUE,"comparator_group_size",8,TRUE,NA,TRUE,"FN"
"339",4467620,"Exercise - Hot + Cooling conditions","At rest - Hot + Cooling conditions","accuracy of the cognitive tasks","continuous",TRUE,"intervention_group_size",8,TRUE,NA,TRUE,"FN"
"340",4467620,"Exercise - Hot condition","At rest - Hot condition","accuracy of the cognitive tasks","continuous",TRUE,"comparator_group_size",8,TRUE,NA,TRUE,"FN"
"341",4467620,"Exercise - Hot condition","At rest - Hot condition","accuracy of the cognitive tasks","continuous",TRUE,"intervention_group_size",8,TRUE,NA,TRUE,"FN"
"342",4467620,"Hot + Cooling conditions","Hot conditions","differences in the accuracy","continuous",TRUE,"comparator_group_size",8,TRUE,NA,TRUE,"FN"
"343",4467620,"Hot + Cooling conditions","Hot conditions","differences in the accuracy","continuous",TRUE,"intervention_group_size",8,TRUE,NA,TRUE,"FN"
"344",4467620,"Hot + Cooling conditions","Hot conditions","weight reduction","continuous",FALSE,"comparator_mean",68.8,TRUE,0.41,TRUE,"FN"
"345",4467620,"Hot + Cooling conditions","Hot conditions","weight reduction","continuous",FALSE,"comparator_standard_deviation",7.5,TRUE,0.07,TRUE,"FN"
"346",4467620,"Hot + Cooling conditions","Hot conditions","weight reduction","continuous",FALSE,"intervention_mean",68.6,TRUE,0.37,TRUE,"FN"
"347",4467620,"Hot + Cooling conditions","Hot conditions","weight reduction","continuous",FALSE,"intervention_standard_deviation",7.7,TRUE,0.22,TRUE,"FN"
"348",4483334,"CPP-ACP plus laser (group D)","CPP-ACP crème (group C)","Total weight percentage of phosphate","continuous",FALSE,"comparator_standard_deviation",2.72,TRUE,2.724,TRUE,"FN"
"349",4486927,"peginterferon (Peg-IFN) plus ribavirin (RBV) for 48 weeks","peginterferon (Peg-IFN) plus ribavirin (RBV) for 24 weeks","The SVR rates if the patients had IL-28B rs8099917 TT genotype, and GT/GG genotype","binary",FALSE,"comparator_events",2,TRUE,37,TRUE,"FN"
"350",4486927,"peginterferon (Peg-IFN) plus ribavirin (RBV) for 48 weeks","peginterferon (Peg-IFN) plus ribavirin (RBV) for 24 weeks","The SVR rates if the patients had IL-28B rs8099917 TT genotype, and GT/GG genotype","binary",FALSE,"comparator_group_size",24,TRUE,84,TRUE,"FN"
"351",4486927,"peginterferon (Peg-IFN) plus ribavirin (RBV) for 48 weeks","peginterferon (Peg-IFN) plus ribavirin (RBV) for 24 weeks","The SVR rates if the patients had IL-28B rs8099917 TT genotype, and GT/GG genotype","binary",FALSE,"intervention_events",17,TRUE,62,TRUE,"FN"
"352",4486927,"peginterferon (Peg-IFN) plus ribavirin (RBV) for 48 weeks","peginterferon (Peg-IFN) plus ribavirin (RBV) for 24 weeks","The SVR rates if the patients had IL-28B rs8099917 TT genotype, and GT/GG genotype","binary",FALSE,"intervention_group_size",23,TRUE,88,TRUE,"FN"
"353",4493951,"H0 (saline)","H1(haloperidol 1 mg),","The sedation score recorded in the postanesthesia care unit (PACU) over the 2-h observation period","continuous",TRUE,"comparator_mean",3.2,TRUE,NA,TRUE,"FN"
"354",4493951,"H0 (saline)","H1(haloperidol 1 mg),","The sedation score recorded in the postanesthesia care unit (PACU) over the 2-h observation period","continuous",TRUE,"intervention_mean",3,TRUE,NA,TRUE,"FN"
"355",4493951,"H1(haloperidol 1 mg)","H0 (saline)","the incidence of postoperative nausea and vomiting (PONV)","binary",FALSE,"comparator_events",21,TRUE,27,TRUE,"FN"
"356",4493951,"H1(haloperidol 1 mg)","H0 (saline)","the incidence of postoperative nausea and vomiting (PONV)","binary",FALSE,"intervention_events",11,TRUE,14,TRUE,"FN"
"357",4493951,"H1(haloperidol 1 mg)","H2 (haloperidol 2 mg)","the incidence of postoperative nausea and vomiting (PONV)","binary",FALSE,"comparator_events",10,TRUE,12,TRUE,"FN"
"358",4493951,"H1(haloperidol 1 mg)","H2 (haloperidol 2 mg)","the incidence of postoperative nausea and vomiting (PONV)","binary",FALSE,"intervention_events",11,TRUE,14,TRUE,"FN"
"359",4493951,"H2 (haloperidol 2 mg)","H0 (saline)","the incidence of postoperative nausea and vomiting (PONV)","binary",FALSE,"comparator_events",21,TRUE,27,TRUE,"FN"
"360",4493951,"H2 (haloperidol 2 mg)","H0 (saline)","the incidence of postoperative nausea and vomiting (PONV)","binary",FALSE,"intervention_events",10,TRUE,12,TRUE,"FN"
"361",4493951,"and H2 (haloperidol 2 mg)","H0 (saline)","The sedation score recorded in the postanesthesia care unit (PACU) over the 2-h observation period","continuous",TRUE,"comparator_mean",3,TRUE,NA,TRUE,"FN"
"362",4493951,"and H2 (haloperidol 2 mg)","H0 (saline)","The sedation score recorded in the postanesthesia care unit (PACU) over the 2-h observation period","continuous",TRUE,"intervention_mean",4.2,TRUE,NA,TRUE,"FN"
"363",4493951,"and H2 (haloperidol 2 mg)","H1(haloperidol 1 mg)","The sedation score recorded in the postanesthesia care unit (PACU) over the 2-h observation period","continuous",TRUE,"comparator_mean",3.2,TRUE,NA,TRUE,"FN"
"364",4493951,"and H2 (haloperidol 2 mg)","H1(haloperidol 1 mg)","The sedation score recorded in the postanesthesia care unit (PACU) over the 2-h observation period","continuous",TRUE,"intervention_mean",4.2,TRUE,NA,TRUE,"FN"
"365",4541185,"ropivacaine + diluted clonidine with saline","ropivacaine + saline","duration of analgesia","continuous",FALSE,"comparator_group_size",30,TRUE,29,TRUE,"FN"
"366",4541185,"ropivacaine + diluted clonidine with saline","ropivacaine + saline","duration of motor block","continuous",FALSE,"comparator_group_size",30,TRUE,29,TRUE,"FN"
"367",4541185,"ropivacaine + diluted clonidine with saline","ropivacaine + saline","duration of sensory block","continuous",FALSE,"comparator_group_size",30,TRUE,29,TRUE,"FN"
"368",4541185,"ropivacaine + diluted clonidine with saline","ropivacaine + saline","heart rate","continuous",FALSE,"comparator_group_size",30,TRUE,NA,TRUE,"FN"
"369",4541185,"ropivacaine + diluted clonidine with saline","ropivacaine + saline","heart rate","continuous",FALSE,"comparator_mean",76.77,TRUE,NA,TRUE,"FN"
"370",4541185,"ropivacaine + diluted clonidine with saline","ropivacaine + saline","heart rate","continuous",FALSE,"comparator_standard_deviation",8.76,TRUE,NA,TRUE,"FN"
"371",4541185,"ropivacaine + diluted clonidine with saline","ropivacaine + saline","heart rate","continuous",FALSE,"intervention_group_size",30,TRUE,NA,TRUE,"FN"
"372",4541185,"ropivacaine + diluted clonidine with saline","ropivacaine + saline","heart rate","continuous",FALSE,"intervention_mean",76.1,TRUE,NA,TRUE,"FN"
"373",4541185,"ropivacaine + diluted clonidine with saline","ropivacaine + saline","heart rate","continuous",FALSE,"intervention_standard_deviation",8.91,TRUE,NA,TRUE,"FN"
"374",4541185,"ropivacaine + diluted clonidine with saline","ropivacaine + saline","mean arterial pressure","continuous",FALSE,"comparator_group_size",30,TRUE,NA,TRUE,"FN"
"375",4541185,"ropivacaine + diluted clonidine with saline","ropivacaine + saline","mean arterial pressure","continuous",FALSE,"comparator_mean",91.2,TRUE,NA,TRUE,"FN"
"376",4541185,"ropivacaine + diluted clonidine with saline","ropivacaine + saline","mean arterial pressure","continuous",FALSE,"comparator_standard_deviation",6.62,TRUE,NA,TRUE,"FN"
"377",4541185,"ropivacaine + diluted clonidine with saline","ropivacaine + saline","mean arterial pressure","continuous",FALSE,"intervention_group_size",30,TRUE,NA,TRUE,"FN"
"378",4541185,"ropivacaine + diluted clonidine with saline","ropivacaine + saline","mean arterial pressure","continuous",FALSE,"intervention_mean",92.04,TRUE,NA,TRUE,"FN"
"379",4541185,"ropivacaine + diluted clonidine with saline","ropivacaine + saline","mean arterial pressure","continuous",FALSE,"intervention_standard_deviation",7.15,TRUE,NA,TRUE,"FN"
"380",4541185,"ropivacaine + diluted clonidine with saline","ropivacaine + saline","onset of motor block","continuous",FALSE,"comparator_group_size",30,TRUE,29,TRUE,"FN"
"381",4541185,"ropivacaine + diluted clonidine with saline","ropivacaine + saline","onset of sensory block","continuous",FALSE,"comparator_group_size",30,TRUE,29,TRUE,"FN"
"382",4550271,"provider","control","Community knowledge","continuous",FALSE,"comparator_group_size",12,TRUE,NA,TRUE,"FN"
"383",4550271,"provider","control","Community knowledge","continuous",FALSE,"intervention_group_size",14,TRUE,NA,TRUE,"FN"
"384",4550271,"provider-school intervention","control","Community knowledge","continuous",FALSE,"comparator_group_size",12,TRUE,NA,TRUE,"FN"
"385",4550271,"provider-school intervention","control","Community knowledge","continuous",FALSE,"intervention_group_size",14,TRUE,NA,TRUE,"FN"
"386",4550271,"provider-school intervention","control","the proportion of patients who tested positive and received (or were prescribed) an ACT","continuous",FALSE,"intervention_group_size",14,TRUE,12,TRUE,"FN"
"387",4574984,"intervention group, i.e. patient empowerment through information booklet and diary keeping - females","control group, which received standard care - females","Health-Related Quality of Life at 12 month - females","continuous",FALSE,"comparator_group_size",95,TRUE,NA,TRUE,"FN"
"388",4574984,"intervention group, i.e. patient empowerment through information booklet and diary keeping - females","control group, which received standard care - females","Health-Related Quality of Life at 12 month - females","continuous",FALSE,"comparator_standard_deviation",24.79,TRUE,NA,TRUE,"FN"
"389",4574984,"intervention group, i.e. patient empowerment through information booklet and diary keeping - females","control group, which received standard care - females","Health-Related Quality of Life at 12 month - females","continuous",FALSE,"intervention_group_size",110,TRUE,NA,TRUE,"FN"
"390",4574984,"intervention group, i.e. patient empowerment through information booklet and diary keeping - females","control group, which received standard care - females","Health-Related Quality of Life at 12 month - females","continuous",FALSE,"intervention_standard_deviation",30.21,TRUE,NA,TRUE,"FN"
"391",4574984,"intervention group, i.e. patient empowerment through information booklet and diary keeping - males","control group, which received standard care - males","Health-Related Quality of Life at 12 month - males","continuous",FALSE,"comparator_group_size",231,TRUE,NA,TRUE,"FN"
"392",4574984,"intervention group, i.e. patient empowerment through information booklet and diary keeping - males","control group, which received standard care - males","Health-Related Quality of Life at 12 month - males","continuous",FALSE,"comparator_standard_deviation",27.1,TRUE,NA,TRUE,"FN"
"393",4574984,"intervention group, i.e. patient empowerment through information booklet and diary keeping - males","control group, which received standard care - males","Health-Related Quality of Life at 12 month - males","continuous",FALSE,"intervention_group_size",216,TRUE,NA,TRUE,"FN"
"394",4574984,"intervention group, i.e. patient empowerment through information booklet and diary keeping - males","control group, which received standard care - males","Health-Related Quality of Life at 12 month - males","continuous",FALSE,"intervention_standard_deviation",23.66,TRUE,NA,TRUE,"FN"
"395",4678179,"vismodegib plus gemcitabine (GV)","gemcitabine plus placebo (GP)","Median overall survival (OS)","continuous",FALSE,"comparator_standard_deviation",5.57,TRUE,NA,TRUE,"FN"
"396",4678179,"vismodegib plus gemcitabine (GV)","gemcitabine plus placebo (GP)","Median overall survival (OS)","continuous",FALSE,"intervention_standard_deviation",4.09,TRUE,NA,TRUE,"FN"
"397",4678179,"vismodegib plus gemcitabine (GV)","gemcitabine plus placebo (GP)","progression-free-survival (PFS)","continuous",FALSE,"comparator_mean",NA,TRUE,2.5,TRUE,"FP"
"398",4678179,"vismodegib plus gemcitabine (GV)","gemcitabine plus placebo (GP)","progression-free-survival (PFS)","continuous",FALSE,"intervention_mean",NA,TRUE,4,TRUE,"FP"
"399",4678179,"vismodegib plus gemcitabine (GV)","gemcitabine plus placebo (GP)","rate of adverse events","binary",FALSE,"comparator_events",2,TRUE,NA,TRUE,"FN"
"400",4678179,"vismodegib plus gemcitabine (GV)","gemcitabine plus placebo (GP)","rate of adverse events","binary",FALSE,"intervention_events",4,TRUE,NA,TRUE,"FN"
"401",4709985,"tertiary education","other educations","would have liked more information on acupuncture","binary",FALSE,"comparator_group_size",89,TRUE,NA,TRUE,"FN"
"402",4709985,"tertiary education","other educations","would have liked more information on acupuncture","binary",FALSE,"intervention_group_size",121,TRUE,NA,TRUE,"FN"
"403",4830045,"Patients in the 3h group","Patients in the 20h group","Embryo quality","binary",FALSE,"comparator_events",NA,TRUE,503,TRUE,"FP"
"404",4830045,"Patients in the 3h group","Patients in the 20h group","Embryo quality","binary",FALSE,"comparator_group_size",60,TRUE,718,TRUE,"FN"
"405",4830045,"Patients in the 3h group","Patients in the 20h group","Embryo quality","binary",FALSE,"intervention_events",NA,TRUE,524,TRUE,"FP"
"406",4830045,"Patients in the 3h group","Patients in the 20h group","Embryo quality","binary",FALSE,"intervention_group_size",74,TRUE,705,TRUE,"FN"
"407",4879328,"Get Healthy, Stay Healthy' (GHSH)","no continued contact","FFBQ Total Index Score","continuous",FALSE,"comparator_mean",0.01,TRUE,3.31,TRUE,"FN"
"408",4879328,"Get Healthy, Stay Healthy' (GHSH)","no continued contact","FFBQ Total Index Score","continuous",FALSE,"comparator_standard_deviation",0.33,TRUE,NA,TRUE,"FN"
"409",4879328,"Get Healthy, Stay Healthy' (GHSH)","no continued contact","FFBQ Total Index Score","continuous",FALSE,"intervention_mean",0.07,TRUE,3.37,TRUE,"FN"
"410",4879328,"Get Healthy, Stay Healthy' (GHSH)","no continued contact","FFBQ Total Index Score","continuous",FALSE,"intervention_standard_deviation",0.26,TRUE,NA,TRUE,"FN"
"411",4879328,"Get Healthy, Stay Healthy' (GHSH)","no continued contact","accelerometer-assessed moderate to vigorous physical activity (MVPA)","continuous",FALSE,"comparator_mean",-16.1,TRUE,180.8,TRUE,"FN"
"412",4879328,"Get Healthy, Stay Healthy' (GHSH)","no continued contact","accelerometer-assessed moderate to vigorous physical activity (MVPA)","continuous",FALSE,"comparator_standard_deviation",66.25,TRUE,NA,TRUE,"FN"
"413",4879328,"Get Healthy, Stay Healthy' (GHSH)","no continued contact","accelerometer-assessed moderate to vigorous physical activity (MVPA)","continuous",FALSE,"intervention_mean",7.41,TRUE,203.61,TRUE,"FN"
"414",4879328,"Get Healthy, Stay Healthy' (GHSH)","no continued contact","accelerometer-assessed moderate to vigorous physical activity (MVPA)","continuous",FALSE,"intervention_standard_deviation",66.12,TRUE,NA,TRUE,"FN"
"415",4879328,"Get Healthy, Stay Healthy' (GHSH)","no continued contact","effects for vigorous activity","continuous",FALSE,"comparator_mean",-0.4,TRUE,1.16,TRUE,"FN"
"416",4879328,"Get Healthy, Stay Healthy' (GHSH)","no continued contact","effects for vigorous activity","continuous",FALSE,"comparator_standard_deviation",2.48,TRUE,NA,TRUE,"FN"
"417",4879328,"Get Healthy, Stay Healthy' (GHSH)","no continued contact","effects for vigorous activity","continuous",FALSE,"intervention_mean",0.2,TRUE,2.53,TRUE,"FN"
"418",4879328,"Get Healthy, Stay Healthy' (GHSH)","no continued contact","effects for vigorous activity","continuous",FALSE,"intervention_standard_deviation",1.56,TRUE,NA,TRUE,"FN"
"419",4879328,"Get Healthy, Stay Healthy' (GHSH)","no continued contact","effects for walking","continuous",FALSE,"comparator_mean",0.31,TRUE,4.3,TRUE,"FN"
"420",4879328,"Get Healthy, Stay Healthy' (GHSH)","no continued contact","effects for walking","continuous",FALSE,"comparator_standard_deviation",3.84,TRUE,NA,TRUE,"FN"
"421",4879328,"Get Healthy, Stay Healthy' (GHSH)","no continued contact","effects for walking","continuous",FALSE,"intervention_mean",-0.55,TRUE,2.75,TRUE,"FN"
"422",4879328,"Get Healthy, Stay Healthy' (GHSH)","no continued contact","effects for walking","continuous",FALSE,"intervention_standard_deviation",2.29,TRUE,NA,TRUE,"FN"
"423",4879328,"Get Healthy, Stay Healthy' (GHSH)","no continued contact","waist circumference","continuous",FALSE,"comparator_group_size",114,TRUE,112,TRUE,"FN"
"424",4879328,"Get Healthy, Stay Healthy' (GHSH)","no continued contact","waist circumference","continuous",FALSE,"comparator_mean",0.3,TRUE,98.58,TRUE,"FN"
"425",4879328,"Get Healthy, Stay Healthy' (GHSH)","no continued contact","waist circumference","continuous",FALSE,"comparator_standard_deviation",3.54,TRUE,NA,TRUE,"FN"
"426",4879328,"Get Healthy, Stay Healthy' (GHSH)","no continued contact","waist circumference","continuous",FALSE,"intervention_group_size",104,TRUE,103,TRUE,"FN"
"427",4879328,"Get Healthy, Stay Healthy' (GHSH)","no continued contact","waist circumference","continuous",FALSE,"intervention_mean",-0.89,TRUE,98.26,TRUE,"FN"
"428",4879328,"Get Healthy, Stay Healthy' (GHSH)","no continued contact","waist circumference","continuous",FALSE,"intervention_standard_deviation",3.32,TRUE,NA,TRUE,"FN"
"429",4879328,"Get Healthy, Stay Healthy' (GHSH)","no continued contact","weekly moderate physical activity sessions","continuous",FALSE,"comparator_mean",-0.68,TRUE,0.43,TRUE,"FN"
"430",4879328,"Get Healthy, Stay Healthy' (GHSH)","no continued contact","weekly moderate physical activity sessions","continuous",FALSE,"comparator_standard_deviation",2.32,TRUE,NA,TRUE,"FN"
"431",4879328,"Get Healthy, Stay Healthy' (GHSH)","no continued contact","weekly moderate physical activity sessions","continuous",FALSE,"intervention_mean",0.19,TRUE,1.79,TRUE,"FN"
"432",4879328,"Get Healthy, Stay Healthy' (GHSH)","no continued contact","weekly moderate physical activity sessions","continuous",FALSE,"intervention_standard_deviation",1.82,TRUE,NA,TRUE,"FN"
"433",4879328,"Get Healthy, Stay Healthy' (GHSH)","no continued contact","weight loss","continuous",FALSE,"comparator_mean",0.3,TRUE,83.1,TRUE,"FN"
"434",4879328,"Get Healthy, Stay Healthy' (GHSH)","no continued contact","weight loss","continuous",FALSE,"comparator_standard_deviation",3.54,TRUE,NA,TRUE,"FN"
"435",4879328,"Get Healthy, Stay Healthy' (GHSH)","no continued contact","weight loss","continuous",FALSE,"intervention_mean",-0.89,TRUE,82.71,TRUE,"FN"
"436",4879328,"Get Healthy, Stay Healthy' (GHSH)","no continued contact","weight loss","continuous",FALSE,"intervention_standard_deviation",3.33,TRUE,NA,TRUE,"FN"
"437",4880652,"fentanyl (1 µg/kg) and propofol","paracetamol (20 mg/kg) and propofol","Diastolic blood pressures at 5 minutes","continuous",TRUE,"comparator_mean",69,TRUE,NA,TRUE,"FN"
"438",4880652,"fentanyl (1 µg/kg) and propofol","paracetamol (20 mg/kg) and propofol","Diastolic blood pressures at 5 minutes","continuous",TRUE,"intervention_mean",64.5,TRUE,NA,TRUE,"FN"
"439",4880652,"fentanyl (1 µg/kg) and propofol","paracetamol (20 mg/kg) and propofol","SpO2 at 5 minutes","continuous",TRUE,"comparator_mean",99,TRUE,NA,TRUE,"FN"
"440",4880652,"fentanyl (1 µg/kg) and propofol","paracetamol (20 mg/kg) and propofol","SpO2 at 5 minutes","continuous",TRUE,"intervention_mean",97.8,TRUE,NA,TRUE,"FN"
"441",4880652,"fentanyl (1 µg/kg) and propofol","paracetamol (20 mg/kg) and propofol","diastolic blood pressure at 10 minutes","continuous",TRUE,"comparator_mean",69.9,TRUE,NA,TRUE,"FN"
"442",4880652,"fentanyl (1 µg/kg) and propofol","paracetamol (20 mg/kg) and propofol","diastolic blood pressure at 10 minutes","continuous",TRUE,"intervention_mean",67,TRUE,NA,TRUE,"FN"
"443",4880652,"fentanyl (1 µg/kg) and propofol","paracetamol (20 mg/kg) and propofol","heart rate at 0 minutes","continuous",TRUE,"comparator_mean",89.8,TRUE,NA,TRUE,"FN"
"444",4880652,"fentanyl (1 µg/kg) and propofol","paracetamol (20 mg/kg) and propofol","heart rate at 0 minutes","continuous",TRUE,"intervention_mean",93,TRUE,NA,TRUE,"FN"
"445",4880652,"fentanyl (1 µg/kg) and propofol","paracetamol (20 mg/kg) and propofol","oxygen saturation at 20 minutes","continuous",TRUE,"comparator_mean",98.8,TRUE,NA,TRUE,"FN"
"446",4880652,"fentanyl (1 µg/kg) and propofol","paracetamol (20 mg/kg) and propofol","oxygen saturation at 20 minutes","continuous",TRUE,"intervention_mean",98.6,TRUE,NA,TRUE,"FN"
"447",4880652,"fentanyl (1 µg/kg) and propofol","paracetamol (20 mg/kg) and propofol","systolic blood pressures at 20 minutes","continuous",TRUE,"comparator_mean",121,TRUE,NA,TRUE,"FN"
"448",4880652,"fentanyl (1 µg/kg) and propofol","paracetamol (20 mg/kg) and propofol","systolic blood pressures at 20 minutes","continuous",TRUE,"intervention_mean",118,TRUE,NA,TRUE,"FN"
"449",4880652,"fentanyl (1 µg/kg) and propofol","paracetamol (20 mg/kg) and propofol","systolic pressures at 0 minutes","continuous",TRUE,"comparator_mean",126,TRUE,NA,TRUE,"FN"
"450",4880652,"fentanyl (1 µg/kg) and propofol","paracetamol (20 mg/kg) and propofol","systolic pressures at 0 minutes","continuous",TRUE,"intervention_mean",128,TRUE,NA,TRUE,"FN"
"451",4928400,"Transperitoneal laparoscopic ureterolithotomy","Flexible ureteroscopy","Operative time","continuous",FALSE,"comparator_mean",78,TRUE,78.1,TRUE,"FN"
"452",4987981,"metformin","placebo","ESI","continuous",TRUE,"comparator_mean",2.3,TRUE,3.9,TRUE,"FN"
"453",4987981,"metformin","placebo","FPG","continuous",FALSE,"comparator_mean",97.6,TRUE,2.2,TRUE,"FN"
"454",4987981,"metformin","placebo","FPG","continuous",FALSE,"comparator_standard_deviation",20.8,TRUE,10,TRUE,"FN"
"455",4987981,"metformin","placebo","FPG","continuous",FALSE,"intervention_mean",101.9,TRUE,15.2,TRUE,"FN"
"456",4987981,"metformin","placebo","FPG","continuous",FALSE,"intervention_standard_deviation",35.1,TRUE,19.2,TRUE,"FN"
"457",4987981,"metformin","placebo","PASI","continuous",TRUE,"intervention_mean",3.9,TRUE,2.3,TRUE,"FN"
"458",4987981,"metformin","placebo","PGA","continuous",TRUE,"comparator_mean",1.3,TRUE,4.3,TRUE,"FN"
"459",4987981,"metformin","placebo","PGA","continuous",TRUE,"intervention_mean",2.3,TRUE,4.3,TRUE,"FN"
"460",4987981,"metformin","placebo","total cholesterol","continuous",FALSE,"comparator_mean",184.4,TRUE,1.4,TRUE,"FN"
"461",4987981,"metformin","placebo","total cholesterol","continuous",FALSE,"comparator_standard_deviation",37.5,TRUE,29.2,TRUE,"FN"
"462",4987981,"metformin","placebo","total cholesterol","continuous",FALSE,"intervention_mean",206.9,TRUE,21.8,TRUE,"FN"
"463",4987981,"metformin","placebo","total cholesterol","continuous",FALSE,"intervention_standard_deviation",36.2,TRUE,25.2,TRUE,"FN"
"464",4987981,"metformin","placebo","triglycerides levels","continuous",FALSE,"comparator_mean",181.8,TRUE,1.1,TRUE,"FN"
"465",4987981,"metformin","placebo","triglycerides levels","continuous",FALSE,"comparator_standard_deviation",61.3,TRUE,43.3,TRUE,"FN"
"466",4987981,"metformin","placebo","triglycerides levels","continuous",FALSE,"intervention_mean",194.3,TRUE,44.3,TRUE,"FN"
"467",4987981,"metformin","placebo","triglycerides levels","continuous",FALSE,"intervention_standard_deviation",63.1,TRUE,45.4,TRUE,"FN"
"468",4987981,"pioglitazone","placebo","ESI","continuous",TRUE,"comparator_mean",2.3,TRUE,3.9,TRUE,"FN"
"469",4987981,"pioglitazone","placebo","ESI","continuous",TRUE,"intervention_mean",4.3,TRUE,2.3,TRUE,"FN"
"470",4987981,"pioglitazone","placebo","FPG","continuous",FALSE,"comparator_mean",97.6,TRUE,2.2,TRUE,"FN"
"471",4987981,"pioglitazone","placebo","FPG","continuous",FALSE,"comparator_standard_deviation",20.8,TRUE,10,TRUE,"FN"
"472",4987981,"pioglitazone","placebo","FPG","continuous",FALSE,"intervention_mean",103.4,TRUE,20.5,TRUE,"FN"
"473",4987981,"pioglitazone","placebo","FPG","continuous",FALSE,"intervention_standard_deviation",28.9,TRUE,17.4,TRUE,"FN"
"474",4987981,"pioglitazone","placebo","PASI","continuous",TRUE,"intervention_mean",4.3,TRUE,1.3,TRUE,"FN"
"475",4987981,"pioglitazone","placebo","PGA","continuous",TRUE,"comparator_mean",1.3,TRUE,4.3,TRUE,"FN"
"476",4987981,"pioglitazone","placebo","total cholesterol","continuous",FALSE,"comparator_mean",184.4,TRUE,1.4,TRUE,"FN"
"477",4987981,"pioglitazone","placebo","total cholesterol","continuous",FALSE,"comparator_standard_deviation",37.5,TRUE,29.2,TRUE,"FN"
"478",4987981,"pioglitazone","placebo","total cholesterol","continuous",FALSE,"intervention_mean",207.2,TRUE,24,TRUE,"FN"
"479",4987981,"pioglitazone","placebo","total cholesterol","continuous",FALSE,"intervention_standard_deviation",42.3,TRUE,29.5,TRUE,"FN"
"480",4987981,"pioglitazone","placebo","triglycerides levels","continuous",FALSE,"comparator_mean",181.8,TRUE,1.1,TRUE,"FN"
"481",4987981,"pioglitazone","placebo","triglycerides levels","continuous",FALSE,"comparator_standard_deviation",61.3,TRUE,43.3,TRUE,"FN"
"482",4987981,"pioglitazone","placebo","triglycerides levels","continuous",FALSE,"intervention_mean",200.1,TRUE,53.3,TRUE,"FN"
"483",4987981,"pioglitazone","placebo","triglycerides levels","continuous",FALSE,"intervention_standard_deviation",55.9,TRUE,36.9,TRUE,"FN"
"484",4996097,"Septoplasty","Control","""a"" vowel improvement","continuous",FALSE,"comparator_mean",154,TRUE,NA,TRUE,"FN"
"485",4996097,"Septoplasty","Control","""a"" vowel improvement","continuous",FALSE,"intervention_mean",138,TRUE,NA,TRUE,"FN"
"486",4996097,"Septoplasty","Control","""n"" consonant improvement","continuous",FALSE,"comparator_mean",13229,TRUE,NA,TRUE,"FN"
"487",4996097,"Septoplasty","Control","""n"" consonant improvement","continuous",FALSE,"intervention_mean",11897,TRUE,NA,TRUE,"FN"
"488",5055753,"0.2 mg oral clonidine","2 mg oral midazolam","Mean ± SD of heart rate at 60 min","continuous",TRUE,"comparator_mean",87,TRUE,NA,TRUE,"FN"
"489",5055753,"0.2 mg oral clonidine","2 mg oral midazolam","Mean ± SD of heart rate at 60 min","continuous",TRUE,"intervention_mean",75,TRUE,NA,TRUE,"FN"
"490",5056957,"Multi-component physical activity","Usual PE and sport programmes","BMI reduction at 12 months","continuous",FALSE,"comparator_group_size",459,TRUE,440,TRUE,"FN"
"491",5056957,"Multi-component physical activity","Usual PE and sport programmes","BMI reduction at 12 months","continuous",FALSE,"comparator_mean",21.27,TRUE,21.04,TRUE,"FN"
"492",5056957,"Multi-component physical activity","Usual PE and sport programmes","BMI reduction at 12 months","continuous",FALSE,"comparator_standard_deviation",5.9,TRUE,3.76,TRUE,"FN"
"493",5056957,"Multi-component physical activity","Usual PE and sport programmes","BMI reduction at 12 months","continuous",FALSE,"intervention_group_size",592,TRUE,562,TRUE,"FN"
"494",5056957,"Multi-component physical activity","Usual PE and sport programmes","BMI reduction at 12 months","continuous",FALSE,"intervention_mean",21.07,TRUE,20.77,TRUE,"FN"
"495",5056957,"Multi-component physical activity","Usual PE and sport programmes","BMI reduction at 12 months","continuous",FALSE,"intervention_standard_deviation",6.39,TRUE,3.96,TRUE,"FN"
"496",5056957,"Multi-component physical activity","Usual PE and sport programmes","BMI reduction at 24 months","continuous",FALSE,"comparator_group_size",425,TRUE,409,TRUE,"FN"
"497",5056957,"Multi-component physical activity","Usual PE and sport programmes","BMI reduction at 24 months","continuous",FALSE,"comparator_mean",22.06,TRUE,21.9,TRUE,"FN"
"498",5056957,"Multi-component physical activity","Usual PE and sport programmes","BMI reduction at 24 months","continuous",FALSE,"comparator_standard_deviation",5.68,TRUE,4.33,TRUE,"FN"
