id,evidence_inference_prompt_id,pmcid,outcome,intervention,comparator,outcome_type,intervention_events,intervention_group_size,comparator_events,comparator_group_size,intervention_mean,intervention_standard_deviation,comparator_mean,comparator_standard_deviation,notes,is_data_in_figure_graphics,is_relevant_data_in_table,is_table_in_graphic_format,is_data_complete,tiktoken_with_attributes_xml_token_num,tiktoken_without_attributes_xml_token_num,tiktoken_without_attributes_markdown_token_num,split
236,3485,5498715,Scores of perception of competence,Motivational interviewing through self-determination theory sessions,Standard education session,continuous,,35.0,,35.0,13.6,3.05,14.71,3.87,,False,True,False,True,11299.0,5431.0,3973.0,DEV
237,3485,5498715,Scores of perception of autonomy,Motivational interviewing through self-determination theory sessions,Standard education session,continuous,,35.0,,35.0,26.6,4.43,19.89,4.56,,False,True,False,True,11299.0,5431.0,3973.0,DEV
238,3485,5498715,Scores of enjoyment,Motivational interviewing through self-determination theory sessions,Standard education session,continuous,,35.0,,35.0,27.3,6.77,26.0,4.68,,False,True,False,True,11299.0,5431.0,3973.0,DEV
239,3485,5498715,Scores of health care climate,Motivational interviewing through self-determination theory sessions,Standard education session,continuous,,35.0,,35.0,80.5,9.97,69.89,1.59,,False,True,False,True,11299.0,5431.0,3973.0,DEV
240,8054,5534041,composite z-scores in autism spectrum disorder (ASD),right dorsolateral prefrontal cortex (DLPFC) anodal transcranial direct current stimulation (tDCS),sham stimulation,continuous,,12.0,,12.0,0.11,0.81,-0.25,0.71,,False,True,False,True,6951.0,5679.0,4357.0,TEST
241,8055,5534041,overall working memory (WM) performance in autism spectrum disorder (ASD),right dorsolateral prefrontal cortex (DLPFC) anodal transcranial direct current stimulation (tDCS),sham stimulation,continuous,,12.0,,12.0,6.0,0.9,4.8,0.9,,False,True,False,True,6951.0,5679.0,4357.0,TEST
242,8053,5534041,overall working memory (WM) performance in autism spectrum disorder (ASD),right dorsolateral prefrontal cortex (DLPFC) anodal transcranial direct current stimulation (tDCS),left dorsolateral prefrontal cortex (DLPFC) anodal transcranial direct current stimulation (tDCS),continuous,,12.0,,12.0,6.0,0.9,6.2,1.8,,False,True,False,True,6951.0,5679.0,4357.0,TEST
243,8056,5534041,overall working memory (WM) performance in autism spectrum disorder (ASD),left dorsolateral prefrontal cortex (DLPFC) anodal transcranial direct current stimulation (tDCS),sham stimulation,continuous,,12.0,,12.0,6.2,1.8,4.8,0.9,,False,True,False,True,6951.0,5679.0,4357.0,TEST
244,8057,5534041,composite z-scores in autism spectrum disorder (ASD),left dorsolateral prefrontal cortex (DLPFC) anodal transcranial direct current stimulation (tDCS),sham stimulation,continuous,,12.0,,12.0,0.13,0.82,-0.25,0.71,,False,True,False,True,6951.0,5679.0,4357.0,TEST
245,10306,5571493,Glycemic level,Dw 5% with Quinine infusion,Dw 5% without Quinine infusion,continuous,,10.0,,10.0,0.82,0.05,0.92,0.07,,False,False,False,True,1507.0,1019.0,928.0,TEST
246,10307,5571493,Glycemic level,Saline + Quinine infusion,Dw 5% + Quinine infusion,continuous,,10.0,,10.0,0.74,0.05,0.82,0.05,,False,False,False,True,1507.0,1019.0,928.0,TEST
247,10305,5571493,Glycemic level,Saline + Quinine infusion,Saline without Quinine infusion,continuous,,10.0,,10.0,0.74,0.05,0.83,0.05,,False,False,False,True,1507.0,1019.0,928.0,TEST
248,10308,5571493,QT interval,Saline + Quinine infusion,Saline without Quinine infusion,continuous,,10.0,,10.0,,,,,No numerical values are given.,False,False,False,False,1507.0,1019.0,928.0,TEST
249,10309,5571493,QT interval,Dw 5%+ Quinine infusion,Dw 5% without Quinine infusion,continuous,,10.0,,10.0,,,,,No numerical values are given.,False,False,False,False,1507.0,1019.0,928.0,TEST
250,10310,5571493,Hypoglycemia,Saline + Quinine infusion,Saline without Quinine infusion,continuous,,10.0,,10.0,,,,,No numerical values are given.,False,False,False,False,1507.0,1019.0,928.0,TEST
251,12425,5614421,The incidence of respiratory distress syndrome,vaginal progesterone pessaries (equivalent to 100 mg vaginal progesterone),placebo,binary,42.0,402.0,41.0,388.0,,,,,,False,True,False,True,25930.0,11480.0,8549.0,TEST
252,12426,5614421,severity of any neonatal respiratory disease,vaginal progesterone pessaries (equivalent to 100 mg vaginal progesterone),placebo,binary,8.0,402.0,7.0,388.0,,,,,,False,True,False,True,25930.0,11480.0,8549.0,TEST
253,12427,5614421,other respiratory morbidities,vaginal progesterone pessaries (equivalent to 100 mg vaginal progesterone),placebo,binary,,402.0,,388.0,,,,,Unclear what measurement to use.,False,False,False,False,25930.0,11480.0,8549.0,TEST
254,12427,5614421,"adverse infant outcomes, including serious infant composite outcome",vaginal progesterone pessaries (equivalent to 100 mg vaginal progesterone),placebo,binary,155.0,406.0,152.0,393.0,,,,,,False,True,False,True,25930.0,11480.0,8549.0,TEST
255,12428,5614421,side effects,vaginal progesterone pessaries (equivalent to 100 mg vaginal progesterone),placebo,binary,134.0,394.0,118.0,382.0,,,,,,False,True,False,True,25930.0,11480.0,8549.0,TEST
256,10572,5711682,In-stent late lumen loss at 9 months,Genoss drug-eluting stent (DES),Promus Element,continuous,,38.0,,39.0,0.11,0.25,0.16,0.43,,False,True,False,True,13148.0,4660.0,2966.0,TEST
257,10573,5711682,myocardial infarction (MI),Genoss drug-eluting stent (DES),Promus Element,binary,0.0,38.0,0.0,39.0,,,,,,False,True,False,True,13148.0,4660.0,2966.0,TEST
258,10571,5711682,target lesion revascularization (TLR),Genoss drug-eluting stent (DES),Promus Element,binary,1.0,38.0,1.0,39.0,,,,,,False,True,False,True,13148.0,4660.0,2966.0,TEST
259,10574,5711682,stent thrombosis,Genoss drug-eluting stent (DES),Promus Element,binary,0.0,38.0,0.0,39.0,,,,,,False,True,False,True,13148.0,4660.0,2966.0,TEST
260,10575,5711682,rates of death,Genoss drug-eluting stent (DES),Promus Element,binary,1.0,38.0,0.0,39.0,,,,,,False,True,False,True,13148.0,4660.0,2966.0,TEST
261,13181,5771543,CGI-I response rate,fluoxetine,placebo,binary,79.0,101.0,62.0,99.0,,,,,,False,True,False,True,12534.0,9831.0,7366.0,DEV
262,13182,5771543,CGI-I response rate,desvenlafaxine,placebo,binary,68.0,99.0,62.0,99.0,,,,,,False,True,False,True,12534.0,9831.0,7366.0,DEV
263,13183,5771543,Treatment-emergent adverse events (TEAEs),desvenlafaxine,placebo,binary,69.0,115.0,79.0,112.0,,,,,,False,True,False,True,12534.0,9831.0,7366.0,DEV
264,13183,5771543,Treatment-emergent adverse events (TEAEs),fluoxetine,placebo,binary,72.0,112.0,79.0,112.0,,,,,Typo in the table,False,True,False,True,12534.0,9831.0,7366.0,DEV
265,2786,2430617,HBeAg sero-conversion rate,60 µg of immune complexes (YIC),placebo,binary,17.0,78.0,7.0,78.0,,,,,effects found in abstract and exact number in results table,False,True,False,True,7987.0,4896.0,3773.0,TEST
266,2787,2430617,adverse events,30 µg YIC,placebo,binary,3.0,83.0,4.0,79.0,,,,,,False,True,False,True,7987.0,4896.0,3773.0,TEST
267,2787,2430617,adverse events,60 µg of YIC,placebo,binary,4.0,80.0,4.0,79.0,,,,,effects found in abstract and number of samples in text,False,False,False,True,7987.0,4896.0,3773.0,TEST
268,12440,2596788,GERD-knowledge,education,control,continuous,,102.0,,109.0,17.1,,14.0,,no standard deviations given,True,False,False,False,5143.0,3554.0,2520.0,TEST
269,2991,3214395,laryngoscopy duration,"group 1 included bispectral index (BIS) of 60, group 2 covered bispectral index (BIS) of 45",group 3 involved bispectral index (BIS) of 35,continuous,,60.0,,30.0,,,,,mean and std not given for group 1 and 2 combined,False,True,True,False,1201.0,996.0,880.0,TEST
270,2991,3214395,laryngospasm,"group 1 included bispectral index (BIS) of 60, group 2 covered bispectral index (BIS) of 46",group 3 involved bispectral index (BIS) of 36,binary,11.0,60.0,3.0,30.0,,,,,,False,True,True,True,1201.0,996.0,880.0,TEST
271,2991,3214395,bronchospasm,"group 1 included bispectral index (BIS) of 60, group 2 covered bispectral index (BIS) of 47",group 3 involved bispectral index (BIS) of 37,binary,1.0,60.0,0.0,30.0,,,,,,False,True,True,True,1201.0,996.0,880.0,TEST
272,2991,3214395,laryngoscopy failure,"group 1 included bispectral index (BIS) of 60, group 2 covered bispectral index (BIS) of 48",group 3 involved bispectral index (BIS) of 38,continuous,,60.0,,30.0,,,,,mean and std not given for group 1 and 2 combined,False,True,True,False,1201.0,996.0,880.0,TEST
273,2991,3214395,extremity movement,"group 1 included bispectral index (BIS) of 60, group 2 covered bispectral index (BIS) of 49",group 3 involved bispectral index (BIS) of 39,binary,16.0,60.0,9.0,30.0,,,,,,False,True,True,True,1201.0,996.0,880.0,TEST
274,2991,3214395,awakening,"group 1 included bispectral index (BIS) of 60, group 2 covered bispectral index (BIS) of 50",group 3 involved bispectral index (BIS) of 40,continuous,,60.0,,30.0,,,,,mean and std not given for group 1 and 2 combined,False,True,True,False,1201.0,996.0,880.0,TEST
275,6419,3654355,Body weight,Intensive lifestyle intervention (ILI) group,Waiting list control,continuous,,71.0,,33.0,-17.5,6.1,-0.5,2.8,,False,True,False,True,18948.0,9604.0,6664.0,TEST
276,6420,3654355,Fat mass,Intensive lifestyle intervention (ILI) group,Waiting list control,continuous,,71.0,,33.0,-15.7,5.3,-0.4,5.0,,False,True,False,True,18948.0,9604.0,6664.0,TEST
277,6421,3654355,Visceral fat,Intensive lifestyle intervention (ILI) group,Waiting list control,continuous,,71.0,,33.0,-82.3,31.6,4.3,22.7,,False,True,False,True,18948.0,9604.0,6664.0,TEST
278,6422,3654355,Baseline Height,Intensive lifestyle intervention (ILI) group,Waiting list control,continuous,,71.0,,33.0,173.2,8.6,172.3,10.4,,False,True,False,True,18948.0,9604.0,6664.0,TEST
279,6422,3654355,Baseline body mass index,Intensive lifestyle intervention (ILI) group,Waiting list control,continuous,,71.0,,33.0,42.8,4.6,42.8,6.3,,False,True,False,True,18948.0,9604.0,6664.0,TEST
280,6422,3654355,baseline body weight,Intensive lifestyle intervention (ILI) group,Waiting list control,continuous,,71.0,,33.0,128.9,19.4,127.1,21.6,,False,True,False,True,18948.0,9604.0,6664.0,TEST
281,6422,3654355,baseline fat mass,Intensive lifestyle intervention (ILI) group,Waiting list control,continuous,,71.0,,33.0,60.5,11.0,60.4,13.5,,False,True,False,True,18948.0,9604.0,6664.0,TEST
282,6422,3654355,baseline fat-free mass,Intensive lifestyle intervention (ILI) group,Waiting list control,continuous,,71.0,,33.0,68.3,13.2,67.1,12.8,,False,True,False,True,18948.0,9604.0,6664.0,TEST
283,6422,3654355,baseline skeletal muscle mass,Intensive lifestyle intervention (ILI) group,Waiting list control,continuous,,71.0,,33.0,38.4,7.9,37.9,7.4,,False,True,False,True,18948.0,9604.0,6664.0,TEST
284,6422,3654355,baseline visceral fat area,Intensive lifestyle intervention (ILI) group,Waiting list control,continuous,,71.0,,33.0,255.7,64.7,245.6,66.3,,False,True,False,True,18948.0,9604.0,6664.0,TEST
285,6301,3929816,Baseline characteristics and general anesthesia procedure,Intraabdominal pressure 20 mm Hg,Intraabdominal pressure 12 mm Hg,continuous,,10.0,,10.0,,,,,No quantitative measures given,False,False,False,False,1047.0,859.0,749.0,TEST
286,6302,3929816,Pathologic changes in the liver,Intraabdominal pressure 20 mm Hg,Intraabdominal pressure 12 mm Hg,continuous,,10.0,,10.0,,,,,No quantitative measures given,False,False,False,False,1047.0,859.0,749.0,TEST
287,6303,3929816,Pathologic changes in the kidneys,Intraabdominal pressure 20 mm Hg,Intraabdominal pressure 12 mm Hg,continuous,,10.0,,10.0,,,,,Not enough measures given for calculation,False,False,False,False,1047.0,859.0,749.0,TEST
288,6100,4215531,alpha power,facial affect training (FAT) in 20 daily 1-hour sessions,baseline,continuous,,19.0,,19.0,,,,,"F-values given, not sure how to use them",False,False,False,False,7350.0,5561.0,4156.0,TEST
289,6102,4215531,alpha power,facial affect training (FAT) in 20 daily 1-hour sessions,treatment as usual (TAU),continuous,,19.0,,19.0,,,,,"F-values given, not sure how to use them",False,False,False,False,7350.0,5561.0,4156.0,TEST
290,6103,4215531,MCCB performance : Processing Speed,facial affect training (FAT) in 20 daily 1-hour sessions,baseline,continuous,,19.0,,19.0,44.6,12.2,48.2,12.3,used post values and Treatment as Usual as Baseline,False,True,False,True,7350.0,5561.0,4156.0,TEST
291,6103,4215531,MCCB performance : Attentional Vigilance,facial affect training (FAT) in 20 daily 1-hour sessions,baseline,continuous,,19.0,,19.0,38.5,11.8,41.3,10.1,used post values and Treatment as Usual as Baseline,False,True,False,True,7350.0,5561.0,4156.0,TEST
292,6103,4215531,MCCB performance : Visual Learning,facial affect training (FAT) in 20 daily 1-hour sessions,baseline,continuous,,19.0,,19.0,49.4,12.8,46.5,9.8,used post values and Treatment as Usual as Baseline,False,True,False,True,7350.0,5561.0,4156.0,TEST
293,6104,4215531,MCCB performance : Working Memory,facial affect training (FAT) in 20 daily 1-hour sessions,baseline,continuous,,19.0,,19.0,48.2,9.2,50.8,12.1,used post values and Treatment as Usual as Baseline,False,True,False,True,7351.0,5561.0,4156.0,TEST
294,6104,4215531,MCCB performance : Verbal Learning,facial affect training (FAT) in 20 daily 1-hour sessions,baseline,continuous,,19.0,,19.0,47.1,10.0,47.3,10.4,used post values and Treatment as Usual as Baseline,False,True,False,True,7352.0,5561.0,4156.0,TEST
295,6104,4215531,MCCB performance : Reasoning,facial affect training (FAT) in 20 daily 1-hour sessions,baseline,continuous,,19.0,,19.0,47.9,8.8,46.5,9.8,used post values and Treatment as Usual as Baseline,False,True,False,True,7353.0,5561.0,4156.0,TEST
296,6104,4215531,MCCB performance : Social Cognition,facial affect training (FAT) in 20 daily 1-hour sessions,baseline,continuous,,19.0,,19.0,39.3,11.1,42.8,11.7,used post values and Treatment as Usual as Baseline,False,False,False,True,7350.0,5561.0,4156.0,TEST
297,5595,4355974,Days of wheeze,BostonBreathes system,Control,continuous,,28.0,,14.0,-1.4,,-4.2,,standard deviations not given and means are mean change,False,True,False,False,7450.0,5464.0,3820.0,TEST
298,5596,4355974,ER visits,BostonBreathes system,Control,binary,,28.0,,14.0,,,,,found in table,False,True,False,False,7450.0,5464.0,3820.0,TEST
299,5597,4355974,Days limited activity from asthma,BostonBreathes system,Control,continuous,,28.0,,14.0,-0.2,,-1.8,,"standard deviations not given, means are mean change",False,True,False,False,7450.0,5464.0,3820.0,TEST
300,5598,4355974,Knowledge,BostonBreathes system,Control,binary,9.0,12.0,3.0,8.0,,,,,"found in table,",False,True,False,True,7450.0,5464.0,3820.0,TEST
301,5599,4355974,School days missed for asthma,BostonBreathes system,Control,continuous,,28.0,,14.0,-0.2,,-0.4,,"standard deviations not given, means are mean change",False,True,False,False,7450.0,5464.0,3820.0,TEST
302,5600,4355974,Days patient had to slow down,BostonBreathes system,Control,continuous,,28.0,,14.0,-1.4,,-0.4,,"standard deviations not given, means are mean change",False,True,False,False,7450.0,5464.0,3820.0,TEST
303,3878,4357072,improvement in symptom scores,topical pimecrolimus cream 1%,triamcinolone acetonide oral paste 0.1%,continuous,,15.0,,15.0,0.2,0.4,0.8,0.6,significance found in abstract and numbers in results,False,True,True,True,2097.0,1624.0,1385.0,TEST
304,3879,4357072,reduction in burning sensation,topical pimecrolimus cream 1%,triamcinolone acetonide oral paste 0.1%,continuous,,15.0,,15.0,1.0,2.1,5.3,6.1,significance found in abstract and numbers in results,False,True,True,True,2097.0,1624.0,1385.0,TEST
305,3880,4357072,reduction in erythematous area,topical pimecrolimus cream 1%,triamcinolone acetonide oral paste 0.1%,binary,14.0,15.0,10.0,15.0,,,,,significance found in abstract and numbers in results,False,True,True,True,2097.0,1624.0,1385.0,TEST
306,3882,4357072,reappearance of erythematous areas after 2 months posttreatment,pimecrolimus,triamcinolone acetate,binary,1.0,15.0,5.0,15.0,,,,,significance found in abstract and numbers in results. Table and text have different timepoints for same numbers,False,True,False,True,2097.0,1624.0,1385.0,TEST
307,7831,4541185,duration of sensory block,ropivacaine + diluted clonidine with saline,ropivacaine + saline,continuous,,30.0,,30.0,703.83,42.9,556.38,37.96,found in text,False,True,True,True,1359.0,1043.0,907.0,TEST
308,7831,4541185,duration of motor block,ropivacaine + diluted clonidine with saline,ropivacaine + saline,continuous,,30.0,,30.0,621.67,46.76,500.86,44.58,found in text,False,True,True,True,1359.0,1043.0,907.0,TEST
309,7832,4541185,duration of analgesia,ropivacaine + diluted clonidine with saline,ropivacaine + saline,continuous,,30.0,,30.0,878.33,89.955,613.1,51.797,found in text,False,True,True,True,1359.0,1043.0,907.0,TEST
310,7833,4541185,onset of sensory block,ropivacaine + diluted clonidine with saline,ropivacaine + saline,continuous,,30.0,,30.0,4.36,0.81,4.84,0.65,found in abstract,False,False,False,True,1359.0,1043.0,907.0,TEST
311,7833,4541185,onset of motor block,ropivacaine + diluted clonidine with saline,ropivacaine + saline,continuous,,30.0,,30.0,9.83,1.12,10.85,0.79,found in abstract,False,False,False,True,1359.0,1043.0,907.0,TEST
312,7834,4541185,heart rate,ropivacaine + diluted clonidine with saline,ropivacaine + saline,continuous,,30.0,,30.0,76.1,8.91,76.77,8.76,found in table,False,True,True,True,1359.0,1043.0,907.0,TEST
313,7835,4541185,mean arterial pressure,ropivacaine + diluted clonidine with saline,ropivacaine + saline,continuous,,30.0,,30.0,92.04,7.15,91.2,6.62,found in table,False,True,True,True,1359.0,1043.0,907.0,TEST
314,9840,4928400,Stone-free rate,Transperitoneal laparoscopic ureterolithotomy,Flexible ureteroscopy,binary,22.0,22.0,16.0,20.0,,,,,,False,True,False,True,4037.0,2288.0,1670.0,TEST
315,9841,4928400,Operative time,Transperitoneal laparoscopic ureterolithotomy,Flexible ureteroscopy,continuous,,22.0,,20.0,74.1,12.2,78.0,6.4,found in table,False,True,False,True,4037.0,2288.0,1670.0,TEST
316,9842,4928400,Complication,Transperitoneal laparoscopic ureterolithotomy,Flexible ureteroscopy,binary,5.0,22.0,7.0,20.0,,,,,,False,True,False,True,4037.0,2288.0,1670.0,TEST
317,9843,4928400,Postoperative pain,Transperitoneal laparoscopic ureterolithotomy,Flexible ureteroscopy,continuous,,22.0,,20.0,4.3,1.0,3.6,1.2,,False,True,False,True,4037.0,2288.0,1670.0,TEST
318,9844,4928400,Hospital stay,Transperitoneal laparoscopic ureterolithotomy,Flexible ureteroscopy,continuous,,22.0,,20.0,4.2,1.2,2.1,1.1,,False,True,False,True,4037.0,2288.0,1670.0,TEST
319,9845,4928400,Time for return to daily activities,Transperitoneal laparoscopic ureterolithotomy,Flexible ureteroscopy,continuous,,22.0,,20.0,13.3,1.7,9.0,1.6,,False,True,False,True,4037.0,2288.0,1670.0,TEST
320,4723,5539943,reflections of sustain talk,Language Enhanced Attention and Focus MI training condition (MI-LEAF),MI training (MI-AU),continuous,,,,,,,,,No group sizes and individual means and stds given,False,False,False,False,9850.0,5076.0,3578.0,TEST
321,4724,5539943,"""sustain talk"" (ST)",Language Enhanced Attention and Focus MI training condition (MI-LEAF),baseline,continuous,,,,,,,,,No group sizes and individual means and stds given,False,False,False,False,9850.0,5076.0,3578.0,TEST
322,4725,5539943,"Frequency of client ""change talk"" (CT)",Language Enhanced Attention and Focus MI training condition (MI-LEAF),MI training (MI-AU),continuous,,,,,,,,,No group sizes and individual means and stds given,False,False,False,False,9850.0,5076.0,3578.0,TEST
323,4726,5539943,Motivational Interviewing (MI) knowledge,Language Enhanced Attention and Focus MI training condition (MI-LEAF),baseline,continuous,,,,,,,,,No group sizes and individual means and stds given,False,False,False,False,9850.0,5076.0,3578.0,TEST
324,4726,5539943,Motivational Interviewing (MI) knowledge,MI training (MI-AU),baseline,continuous,,,,,,,,,No group sizes and individual means and stds given,False,False,False,False,9850.0,5076.0,3578.0,TEST
325,4727,5539943,Motivational Interviewing (MI) knowledge,Language Enhanced Attention and Focus MI training condition (MI-LEAF),MI training (MI-AU),continuous,,,,,,,,,No group sizes and individual means and stds given,False,False,False,False,9850.0,5076.0,3578.0,TEST
326,5372,5559992,Anxiety,Buprenophine 32 mg,No treatment,continuous,,5.0,,5.0,1.0,2.23,11.0,8.63,"decided ""no treatment"" meant baseline",False,True,True,True,1146.0,884.0,721.0,TEST
327,5373,5559992,Anxiety,Buprenophine 64 mg,No treatment,continuous,,4.0,,4.0,1.25,2.5,26.5,14.7,"decided ""no treatment"" meant baseline",False,True,True,True,1146.0,884.0,721.0,TEST
328,5374,5559992,Anxiety,Buprenophine 96 mg,No treatment,continuous,,5.0,,5.0,0.0,0.0,23.8,13.82,"decided ""no treatment"" meant baseline",False,True,True,True,1146.0,884.0,721.0,TEST
329,5375,5559992,Anxiety,Buprenophine 32 mg,Buprenophine 64 mg,continuous,,5.0,,4.0,1.0,2.23,1.25,2.5,found in table used last day 7 as values since it was last timepoint.,False,True,True,True,1146.0,884.0,721.0,TEST
330,5376,5559992,Anxiety,Buprenophine 32 mg,Buprenophine 96 mg,continuous,,5.0,,5.0,1.0,2.23,0.0,0.0,found in table used last day 7 as values since it was last timepoint.,False,True,True,True,1146.0,884.0,721.0,TEST
331,5377,5559992,Anxiety,Buprenophine 64 mg,Buprenophine 96 mg,continuous,,4.0,,5.0,0.0,0.0,0.0,0.0,found in table used last day 7 as values since it was last timepoint.,False,True,True,True,1146.0,884.0,721.0,TEST
332,5078,5617873,Parent-rated Aberrant Behavior Checklis improvement,Aripiprazole,Placbeo,continuous,,45.0,,47.0,-11.4,1.3,-7.5,1.4,"all means and std found in table 2, given as mean change from baseline",False,True,False,True,7551.0,5383.0,4396.0,TEST
333,5079,5617873,Clinician-rated Clinical Global Impression-Improvement scores,Aripiprazole,Placbeo,continuous,,47.0,,45.0,2.4,0.1,3.4,0.1,raw values foun din text,False,False,False,True,7551.0,5383.0,4396.0,TEST
334,5080,5617873,Serious adverse effects,Aripiprazole,Placbeo,binary,0.0,47.0,1.0,45.0,,,,,all means and std found in table 2,False,True,False,True,7551.0,5383.0,4396.0,TEST
335,5081,5617873,Inappropriate speech,Aripiprazole,Placbeo,continuous,,45.0,,47.0,-2.2,0.4,-1.5,0.4,"table 2, given as mean change",False,True,False,True,7551.0,5383.0,4396.0,TEST
336,5082,5617873,Social withdrawal,Aripiprazole,Placbeo,continuous,,45.0,,47.0,-4.7,1.1,-5.2,1.0,"table 2, given as mean change",False,True,False,True,7551.0,5383.0,4396.0,TEST
337,5083,5617873,Compulsion scale,Aripiprazole,Placbeo,continuous,,45.0,,47.0,-1.3,0.5,-2.0,0.5,"table 2, given as mean change",False,True,False,True,7551.0,5383.0,4396.0,TEST
338,11078,5655920,Nausea,Lixisenatide with normal renal function,Lixisenatide with mild impairment,binary,,2094.0,,637.0,,,,,placebo-adjusted meta-analysis (fixed effect) = -0.1,False,True,False,False,13081.0,5825.0,4026.0,TEST
339,11078,5655920,vomiting,Lixisenatide with normal renal function,Lixisenatide with mild impairment,binary,,2094.0,,637.0,,,,,placebo-adjusted meta-analysis (fixed effect) = -0.1,False,True,False,False,13081.0,5825.0,4026.0,TEST
340,11079,5655920,Nausea,Lixisenatide with moderate impairment,Lixisenatide with mild impairment,binary,,122.0,,637.0,,,,,placebo-adjusted meta-analysis (fixed effect) = 0.04,False,True,False,False,13081.0,5825.0,4026.0,TEST
341,11079,5655920,vomiting,Lixisenatide with moderate impairment,Lixisenatide with mild impairment,binary,,122.0,,637.0,,,,,placebo-adjusted meta-analysis (fixed effect) = 0.04,False,True,False,False,13081.0,5825.0,4026.0,TEST
342,11080,5655920,Nausea,Lixisenatide with moderate impairment,Lixisenatide with normal renal function,binary,,122.0,,2094.0,,,,,placebo-adjusted meta-analysis (fixed effect) = -0.03,False,True,False,False,13081.0,5825.0,4026.0,TEST
343,11080,5655920,vomiting,Lixisenatide with moderate impairment,Lixisenatide with normal renal function,binary,,122.0,,2094.0,,,,,placebo-adjusted meta-analysis (fixed effect) = -0.03,False,True,False,False,13081.0,5825.0,4026.0,TEST
344,11081,5655920,Hypoglycaemia,Lixisenatide with normal renal function,Lixisenatide with mild impairment,binary,,2094.0,,637.0,,,,,placebo-adjusted meta-analysis (fixed effect) = -0.02,False,True,False,False,13081.0,5825.0,4026.0,TEST
345,11082,5655920,Hypoglycaemia,Lixisenatide with moderate impairment,Lixisenatide with mild impairment,binary,,122.0,,637.0,,,,,placebo-adjusted meta-analysis (fixed effect) = 0.04,False,True,False,False,13081.0,5825.0,4026.0,TEST
346,10232,5686687,Pain,Resveratrol,Placebo,continuous,,22.0,,22.0,3.2,2.63,3.9,3.35,Back calculated the SD values from CI.,False,True,False,True,7451.0,3515.0,2366.0,TEST
347,10233,5686687,Need for dipyrone,Resveratrol,Placebo,continuous,,22.0,,22.0,1944.0,1793.0,625.0,250.0,found in table,False,True,False,True,7451.0,3515.0,2366.0,TEST
348,10234,5686687,Need for Ibuprofen,Resveratrol,Placebo,continuous,,22.0,,22.0,1200.0,848.0,5640.0,328.0,found in table,False,True,False,True,7451.0,3515.0,2366.0,TEST
349,10235,5686687,Prolactin levels,Resveratrol,Placebo,continuous,,22.0,,22.0,,,,,median and ranges given,False,True,False,False,7451.0,3515.0,2366.0,TEST
350,10236,5686687,CA-125 levels,Resveratrol,Placebo,continuous,,22.0,,22.0,,,,,median and ranges given,False,True,False,False,7451.0,3515.0,2366.0,TEST
351,4493,5874317,Knee extension (1-rep Max),Bilateral training,Unilateral training,continuous,,9.0,,9.0,237.2,51.0,182.4,8.4,Found in table raw values,False,True,False,True,10785.0,5696.0,4631.0,TEST
352,4494,5874317,Knee flexion (1-rep Max),Bilateral training,Unilateral training,continuous,,9.0,,9.0,99.8,10.2,86.8,2.9,Found in table raw values,False,True,False,True,10785.0,5696.0,4631.0,TEST
353,4495,5874317,Change of direction improvement,Bilateral training,Unilateral training,continuous,,9.0,,9.0,5.46,0.2,5.67,0.16,Found in table raw values,False,True,False,True,10785.0,5696.0,4631.0,TEST
354,4496,5874317,Squat jump,Bilateral training,Unilateral training,continuous,,9.0,,9.0,0.37,0.04,0.34,0.04,Found in table raw values,False,True,False,True,10785.0,5696.0,4631.0,TEST
355,4497,5874317,Horizontal countermovement jump,Bilateral training,Unilateral training,continuous,,9.0,,9.0,2.34,0.07,2.21,0.15,Found in table raw values,False,True,False,True,10785.0,5696.0,4631.0,TEST
356,4498,5874317,Horizontal triple jump (non-dominant leg),Bilateral training,Unilateral training,continuous,,9.0,,9.0,5.71,0.71,5.7,0.45,Found in table raw values,False,True,False,True,10785.0,5696.0,4631.0,TEST
357,4710,5884950,objective-SCORAD score,extensively hydrolyzed whey-based formula with short-chain galacto-oligosaccharides/long-chain fructo-oligosaccharides (9:1) and Bifidobacterium breve M-16V (active).,extensively hydrolyzed whey-based formula without (control) short-chain galacto-oligosaccharides/long-chain fructo-oligosaccharides (9:1) and Bifidobacterium breve M-16V (active).,continuous,,13.0,,13.0,,,,,"mean and std not given, only median and interquartile range",False,False,False,False,11712.0,6635.0,5281.0,TEST
358,4711,5884950,chemokines CXCL9,extensively hydrolyzed whey-based formula with short-chain galacto-oligosaccharides/long-chain fructo-oligosaccharides (9:1) and Bifidobacterium breve M-16V (active).,extensively hydrolyzed whey-based formula without (control) short-chain galacto-oligosaccharides/long-chain fructo-oligosaccharides (9:1) and Bifidobacterium breve M-16V (active).,continuous,,21.0,,20.0,,,,,"mean and std not given, only median and interquartile range",False,False,False,False,11712.0,6635.0,5281.0,TEST
359,8710,5971365,clinically meaningful improvement at week 144 (⩾3-point increase on the SDMT),daclizumab beta,intramuscular (IM) interferon (IFN) beta-1a,binary,188.0,287.0,144.0,277.0,,,,,"counts calculated from percentages given in text, totals found in figure",False,False,False,True,3177.0,2394.0,2130.0,TEST
360,8711,5971365,Symbol Digit Modalities Test (SDMT) score at week 96,daclizumab beta,intramuscular (IM) interferon (IFN) beta-1a,continuous,,720.0,,682.0,4.1,12.4,2.9,12.7,"found in figure and text, totals found in figure",True,False,False,True,3177.0,2394.0,2130.0,TEST
